name,manufacturer,price,interfaceType,,formFactor,protocol,capacity,capacityGBs,isNVMe,URL
Seagate FireCuda 530R,Seagate,$169.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/vLtLrH/seagate-firecuda-530r-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp2000gm3a063
Western Digital Green,Western Digital,$89.71 ,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/rbgFf7/western-digital-green-1-tb-25-solid-state-drive-wds100t3g0a
Corsair MP600 CORE XT R2,Corsair,$89.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/ctCCmG/corsair-mp600-core-xt-r2-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f1000gbmp600cxtr2
Corsair MP600 ELITE,Corsair,$204.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/9nqrxr/corsair-mp600-elite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600enh
Crucial T700,Crucial,$260.74+,M.2 PCIe 5.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/8hkH99/crucial-t700-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t700ssd3
Silicon Power P34A60,Silicon Power,$99.97 ,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/drwypg/silicon-power-p34a60-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-su001tbp34a60m28ca
Crucial MX500,Crucial,$115.00+,SATA 6.0 Gb/s,,"2.5""",SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/ft8j4D/crucial-mx500-500gb-25-solid-state-drive-ct500mx500ssd1
ADATA LEGEND 900,ADATA,$94.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/fddG3C/adata-legend-900-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sleg-900-1tcs
SanDisk SSD PLUS,SanDisk,$89.99 ,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/4ptLrH/sandisk-ssd-plus-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-sdssda3n-1t00-g26
Netac NV7000-t,Netac,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/mL7scf/netac-nv7000-t-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv7000t-2t0-e4x
TEAMGROUP T-Force Vulcan Z,TEAMGROUP,$159.99 ,SATA 6.0 Gb/s,,"2.5""",SATA,2 TB,2000,FALSE,https://pcpartpicker.com/product/Fqt9TW/teamgroup-t-force-vulcan-z-2-tb-25-solid-state-drive-t253tz002t0c101
Intel 660p,Intel,$91.93 ,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1.02 TB,1020,TRUE,https://pcpartpicker.com/product/9nhKHx/intel-660p-series-1tb-m2-2280-solid-state-drive-ssdpeknw010t8x1
Samsung 980 Pro,Samsung,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,500 GB,500,TRUE,https://pcpartpicker.com/product/w96qqs/samsung-980-pro-500-gb-m2-2280-nvme-solid-state-drive-mz-v8p500bam
Western Digital Blue SN550,Western Digital,$65.98+,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,500 GB,500,TRUE,https://pcpartpicker.com/product/zFK2FT/western-digital-blue-sn550-500-gb-m2-2280-nvme-solid-state-drive-wds500g2b0c
FanXiang S880,FanXiang,$109.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/XC9wrH/fanxiang-s880-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-1tb-ssd-m2-s880
Patriot P210,Patriot,$28.99 ,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/kjmFf7/patriot-p210-256-gb-25-solid-state-drive-p210s256g25
Corsair MP700 PRO,Corsair,$238.99 ,M.2 PCIe 5.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/3vvD4D/corsair-mp700-pro-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f2000gbmp700pnh
Silicon Power US75,Silicon Power,$123.97 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/BKKscf/silicon-power-us75-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp01kgbp44us7505
Lexar NQ790,Lexar,$156.02 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/Y8yH99/lexar-nq790-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnq790x001t-rnnnu
Inland QN450,Inland,$154.98 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/MNQwrH/inland-qn450-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-1tb-qn450
Crucial P2,Crucial,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/KMkgXL/crucial-p2-1-tb-m2-2280-nvme-solid-state-drive-ct1000p2ssd8
Western Digital WD_Black SN850X w/Heatsink,Western Digital,$134.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/Ccwypg/western-digital-wd_black-sn850x-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t2xhe
Western Digital WD_Black SN850X w/Heatsink,Western Digital,$769.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,8 TB,8000,TRUE,https://pcpartpicker.com/product/8c9wrH/western-digital-wd_black-sn850x-wheatsink-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds800t2xhe
ADATA Legend 710,ADATA,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/nHwypg/adata-legend-710-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-aleg-710-512gcs
Patriot P220,Patriot,$17.98 ,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/2dCCmG/patriot-p220-128-gb-25-solid-state-drive-p220s128g25
PNY CS2241,PNY,$164.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/j99wrH/pny-cs2241-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-m280cs2241-2tb-cl
Samsung 960 Evo,Samsung,$87.95+,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,250 GB,250,TRUE,https://pcpartpicker.com/product/ZNBrxr/samsung-960-evo-250gb-m2-2280-solid-state-drive-mz-v6e250
Crucial P310 w/Heatsink,Crucial,$201.99 ,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/8vjv6h/crucial-p310-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000p310ssd5
