name,price,manufacturer,interfaceType,requiredPowerConnectors,LengthMm,CaseExpansionSlotWidth,TotalSlotWidth,GraphicsProcessor,VramGBs,MemoryType,CoreClockMHz,BoostClockMHz,TdpWatts,Color,CoolingType,HdmiPortCount,DisplayPortCount,profile,URL
Gigabyte GAMING OC,$819.99 ,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,340,3,4,GeForce RTX 5070 Ti,16,GDDR7,2588,N/A,300,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/hP3WGX/gigabyte-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-gv-n507tgaming-oc-16gd
ASRock Challenger OC,$239.99 ,ASRock,PCIe x16,1 x PCIe 8-pin,269,2,2,Radeon RX 7600,8,GDDR6,1720,2695,165,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/BYdG3C/asrock-challenger-oc-radeon-rx-7600-xt-8-gb-video-card-rx7600-cl-8go
MSI VENTUS 2X PLUS OC,$349.99 ,MSI,PCIe x16,1 x PCIe 8-pin,227,2,2,GeForce RTX 5060 Ti,8,GDDR7,2410,2617,180,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/3jWmP6/msi-ventus-2x-plus-oc-geforce-rtx-5060-ti-8-gb-video-card-rtx-5060-ti-8g-ventus-2x-oc-plus
MSI VENTUS 2X OC,$549.99 ,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,236,2,3,GeForce RTX 5070,12,GDDR7,2160,2557,250,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/D3bypg/msi-ventus-2x-oc-geforce-rtx-5070-12-gb-video-card-geforce-rtx-5070-12g-ventus-2x-oc
Asus PRIME OC,$429.99 ,Asus,PCIe x16,1 x PCIe 8-pin,304,2,3,Radeon RX 9060 XT,16,GDDR6,2220,3330,160,Black,3 Fans,1,2,Standard,https://pcpartpicker.com/product/Xwy8TW/asus-prime-oc-radeon-rx-9060-xt-16-gb-video-card-prime-rx9060xt-o16g
Asus Dual GeForce RTX 3060 V2 OC Edition,$329.99 ,Asus,PCIe x16,1 x PCIe 8-pin,200,2,2,GeForce RTX 3060 12GB,12,GDDR6,1320,1867,170,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/KXYmP6/asus-geforce-rtx-3060-12-gb-dual-oc-v2-video-card-dual-rtx3060-o12g-v2
Asus DUAL OC,$299.99 ,Asus,PCIe x16,1 x PCIe 8-pin,228,2,3,GeForce RTX 5060,8,GDDR7,2280,2565,145,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/xNy8TW/asus-dual-oc-geforce-rtx-5060-8-gb-video-card-dual-rtx5060-o8g
PowerColor Hellhound OC,$629.99 ,PowerColor,PCIe x16,2 x PCIe 8-pin,327,2,3,Radeon RX 9070 XT,16,GDDR6,2400,3010,304,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/rGPv6h/powercolor-hellhound-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-loc
Gigabyte AERO OC SFF,"$1,409.99 ",Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,304,2,3,GeForce RTX 5080,16,GDDR7,2300,N/A,360,White / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/VnHp99/gigabyte-aero-oc-sff-geforce-rtx-5080-16-gb-video-card-gv-n5080aero-oc-16gd
Asus TUF GAMING,$1999.99+,Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,348,2,4,GeForce RTX 5090,32,GDDR7,2010,N/A,575,Black / Silver,3 Fans,2,3,Standard,https://pcpartpicker.com/product/rxG2FT/asus-tuf-gaming-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-32g-gaming
Gigabyte EAGLE OC SFF,$609.99 ,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,290,2,3,GeForce RTX 5070,12,GDDR7,2160,2587,250,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/ypG2FT/gigabyte-eagle-oc-sff-geforce-rtx-5070-12-gb-video-card-gv-n5070eagleoc-ice-12gd
Inno3D X3 OC,"$6,422.10 ",Inno3D,PCIe x16,1 x PCIe 16-pin 12VHPWR,333,3,3,GeForce RTX 5090,32,GDDR7,2017,2452,575,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/Wxtkcf/inno3d-x3-oc-geforce-rtx-5090-32-gb-video-card-n50903-32d7x-17593928
Gigabyte WINDFORCE,$1999.99+,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,342,2,4,GeForce RTX 5090,32,GDDR7,2010,2407,575,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/bvnXsY/gigabyte-windforce-geforce-rtx-5090-32-gb-video-card-gv-n5090wf3-32gd
MSI VENTUS 3X OC,"$1,249.99 ",MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,303,2,3,GeForce RTX 5080,16,GDDR7,2300,2655,360,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/9BcBD3/msi-ventus-3x-oc-geforce-rtx-5080-16-gb-video-card-g5080-16v3cw
ASRock Taichi OC,$679.99 ,ASRock,PCIe x16,1 x PCIe 16-pin 12VHPWR,330,3,3,Radeon RX 9070 XT,16,GDDR6,2570,3100,304,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/FZJBD3/asrock-taichi-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-tc-16go
Asus DUAL OC,$763.86 ,Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,249,2,3,GeForce RTX 5070,12,GDDR7,2160,2572,250,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/DWBFf7/asus-dual-oc-geforce-rtx-5070-12-gb-video-card-dual-rtx5070-o12g
Asus PRIME OC,"$1,290.99 ",Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,306,2,3,GeForce RTX 5080,16,GDDR7,2300,N/A,360,Black / White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KJVfrH/asus-prime-oc-geforce-rtx-5080-16-gb-video-card-prime-rtx5080-o16g
Gigabyte EAGLE OC ICE SFF,$819.99 ,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,304,2,3,GeForce RTX 5070 Ti,16,GDDR7,2541,N/A,300,White / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/H9JBD3/gigabyte-eagle-oc-ice-sff-geforce-rtx-5070-ti-16-gb-video-card-gv-n507teagleoc-ice-16gd
XFX RX-79TMBABF9,$569.99 ,XFX,PCIe x16,2 x PCIe 8-pin,276,2,3,Radeon RX 7900 XT,20,GDDR6,2000,2400,300,Black,3 Fans,1,2,Standard,https://pcpartpicker.com/product/nMPQzy/xfx-rx-79tmbabf9-radeon-rx-7900-xt-20-gb-video-card-rx-79tmbabf9
Sapphire PULSE,$539.99 ,Sapphire,PCIe x16,2 x PCIe 8-pin,280,2,3,Radeon RX 9070,16,GDDR6,2070,2520,220,Black,2 Fans,2,2,Standard,https://pcpartpicker.com/product/6BLp99/sapphire-pulse-radeon-rx-9070-16-gb-video-card-11349-03-20g
Asus DUAL OC,$249.99 ,Asus,PCIe x16,1 x PCIe 8-pin,203,2,2,GeForce RTX 5050,8,GDDR6,2317,2677,130,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/rh2j4D/asus-dual-oc-geforce-rtx-5050-8-gb-video-card-dual-rtx5050-o8g
Asus DUAL OC,$198.99 ,Asus,PCIe x16,None,201,2,2,GeForce RTX 3050 6GB,6,GDDR6,1040,1537,70,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/RrCZxr/asus-dual-oc-geforce-rtx-3050-6gb-6-gb-video-card-dual-rtx3050-o6g
ASRock Steel Legend OC,$399.99 ,ASRock,PCIe x16,1 x PCIe 8-pin,298,2,3,Radeon RX 9060 XT,16,GDDR6,2220,3320,160,White / Gray,3 Fans,1,2,Standard,https://pcpartpicker.com/product/jbTFf7/asrock-steel-legend-oc-radeon-rx-9060-xt-16-gb-video-card-rx9060xt-sl-16go
Asus DUAL EVO OC,$319.99 ,Asus,PCIe x16,1 x PCIe 8-pin,227,2,3,GeForce RTX 4060 Ti,8,GDDR6,2310,2595,165,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/bHFmP6/asus-dual-evo-oc-geforce-rtx-4060-ti-8-gb-video-card-dual-rtx4060ti-o8g-evo
PNY VERTO,$299.99 ,PNY,PCIe x16,1 x PCIe 8-pin,210,2,2,GeForce RTX 4060,8,GDDR6,1830,2460,115,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/qnGhP6/pny-verto-geforce-rtx-4060-8-gb-video-card-vcg40608dfxpb1
Gigabyte GAMING OC,"$2,399.99 ",Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,342,3,4,GeForce RTX 5090,32,GDDR7,2010,2550,575,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/23bypg/gigabyte-gaming-oc-geforce-rtx-5090-32-gb-video-card-gv-n5090gaming-oc-32gd
Gigabyte GAMING OC Rev 2.0,$329.99 ,Gigabyte,PCIe x16,1 x PCIe 8-pin,282,2,2,GeForce RTX 3060 12GB,12,GDDR6,1320,1837,170,Black / Gray,3 Fans,2,2,Standard,https://pcpartpicker.com/product/GzgFf7/gigabyte-gaming-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060gaming-oc-12gd-rev-20
MSI SUPRIM LIQUID SOC,"$3,057.99 ",MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,280,2,3,GeForce RTX 5090,32,GDDR7,2010,N/A,575,Black / Silver,360 mm Radiator + 1 Fan,1,3,Standard,https://pcpartpicker.com/product/2RJBD3/msi-suprim-liquid-soc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-suprim-liquid-soc
XFX Swift OC,$299.99 ,XFX,PCIe x16,1 x PCIe 8-pin,270,2,3,Radeon RX 9060 XT,8,GDDR6,2220,3320,160,Black,2 Fans,1,2,Standard,https://pcpartpicker.com/product/YD7MnQ/xfx-swift-oc-radeon-rx-9060-xt-8-gb-video-card-rx-96tsw8gbq
MSI GAMING TRIO OC,"$1,362.38 ",MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,338,2,3,GeForce RTX 5080,16,GDDR7,2300,N/A,360,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/3Ftkcf/msi-gaming-trio-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-gaming-trio-oc
ASRock Challenger,$529.99 ,ASRock,PCIe x16,2 x PCIe 8-pin,290,2,3,Radeon RX 9070,16,GDDR6,2070,2520,220,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KXkqqs/asrock-challenger-radeon-rx-9070-16-gb-video-card-rx9070-cl-16g
NVIDIA Founders Edition,$3039.95+,NVIDIA,PCIe x16,1 x PCIe 16-pin 12VHPWR,304,3,3,GeForce RTX 4090,24,GDDR6X,2230,2520,450,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/BCGbt6/nvidia-founders-edition-geforce-rtx-4090-24-gb-video-card-900-1g136-2530-000
Gigabyte WINDFORCE OC,$839.99+,Gigabyte,PCIe x16,1 x PCIe 8-pin,261,2,3,GeForce RTX 4070,12,GDDR6X,1920,2490,200,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/FnLdnQ/gigabyte-windforce-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf3oc-12gd
Asus PRIME OC,$569.99 ,Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,304,2,3,GeForce RTX 5070,12,GDDR7,2160,2587,250,White / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/3xbypg/asus-prime-oc-geforce-rtx-5070-12-gb-video-card-prime-rtx5070-o12g-white
Asus ROG STRIX GAMING OC,"$1,069.00 ",Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,332,2,4,GeForce RTX 5070 Ti,16,GDDR7,2300,2625,300,Black / Silver,3 Fans,2,3,Standard,https://pcpartpicker.com/product/Pm8Pxr/asus-rog-strix-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-rog-strix-rtx5070ti-o16g-gaming
MSI GT 710 2GD3 LP,$54.99 ,MSI,PCIe x16,None,146,1,1,GeForce GT 710,2,DDR3,954,N/A,19,Black,1 Fan,1,0,Low,https://pcpartpicker.com/product/2BjWGX/msi-video-card-gt7102gd3lp
ASRock Challenger OC,$399.99 ,ASRock,PCIe x16,2 x PCIe 8-pin,266,2,3,Radeon RX 7700 XT,12,GDDR6,1700,2584,245,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/8wDQzy/asrock-challenger-oc-radeon-rx-7700-xt-12-gb-video-card-rx7700xt-cl-12go
MSI GAMING TRIO OC,$624.99 ,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,338,2,3,GeForce RTX 5070,12,GDDR7,2160,N/A,250,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/NGG2FT/msi-gaming-trio-oc-geforce-rtx-5070-12-gb-video-card-geforce-rtx-5070-12g-gaming-trio-oc
MSI INSPIRE 3X OC,"$1,299.99 ",MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,288,2,3,GeForce RTX 5080,16,GDDR7,2300,2655,360,Gold / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/9WDnTW/msi-inspire-3x-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-inspire-3x-oc
PowerColor Reaper,$393.03+,PowerColor,PCIe x16,1 x PCIe 8-pin,200,2,2,Radeon RX 9060 XT,8,GDDR6,2220,3130,160,Black,2 Fans,1,2,Standard,https://pcpartpicker.com/product/4fnXsY/powercolor-reaper-radeon-rx-9060-xt-8-gb-video-card-rx9060xt-8g-a
ASRock Steel Legend Dark,$619.99 ,ASRock,PCIe x16,2 x PCIe 8-pin,298,2,3,Radeon RX 9070 XT,16,GDDR6,2400,2970,304,Black / Gray,3 Fans,1,3,Standard,https://pcpartpicker.com/product/3wgZxr/asrock-steel-legend-dark-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-sld-16g
Gigabyte AERO OC,$479.99 ,Gigabyte,PCIe x16,1 x PCIe 8-pin,281,2,2,GeForce RTX 5060 Ti,16,GDDR7,2410,2647,180,White / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/xkwD4D/gigabyte-aero-oc-geforce-rtx-5060-ti-16-gb-video-card-gv-n506taero-oc-16gd
MSI GAMING TRIO OC,$1480.14+,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,338,2,3,GeForce RTX 5070 Ti,16,GDDR7,2300,2580,300,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/nGxTwP/msi-gaming-trio-oc-geforce-rtx-5070-ti-16-gb-video-card-rtx-5070-ti-16g-gaming-trio-oc-white
Gigabyte WINDFORCE SFF,$539.99 ,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,282,2,3,GeForce RTX 5070,12,GDDR7,2160,2512,250,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/RwgZxr/gigabyte-windforce-sff-geforce-rtx-5070-12-gb-video-card-gv-n5070wf3-12gd
Gigabyte GAMING OC,$299.79 ,Gigabyte,PCIe x16,1 x PCIe 8-pin,282,2,3,Radeon RX 7600,8,GDDR6,1720,2755,165,Black / Silver,3 Fans,2,2,Standard,https://pcpartpicker.com/product/rh7scf/gigabyte-gaming-oc-radeon-rx-7600-xt-8-gb-video-card-gv-r76gaming-oc-8gd
Asus ROG Astral OC,"$1,801.56 ",Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,358,2,4,GeForce RTX 5080,16,GDDR7,2300,2790,360,White,3 Fans,2,3,Standard,https://pcpartpicker.com/product/KrYfrH/asus-rog-astral-oc-geforce-rtx-5080-16-gb-video-card-rog-astral-rtx5080-o16g-white
XFX Mercury OC RGB,$739.99 ,XFX,PCIe x16,3 x PCIe 8-pin,360,3,4,Radeon RX 9070 XT,16,GDDR6,1870,3100,304,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/tCdMnQ/xfx-mercury-oc-rgb-radeon-rx-9070-xt-16-gb-video-card-rx-97trgbbb9
Asus TUF GAMING OC,$695.00 ,Asus,PCIe x16,2 x PCIe 8-pin,300,2,3,GeForce RTX 3070,8,GDDR6,1500,1845,220,Black,3 Fans,2,3,Standard,https://pcpartpicker.com/product/CX4BD3/asus-geforce-rtx-3070-8-gb-tuf-gaming-oc-video-card-tuf-rtx3070-o8g-gaming
XFX Speedster SWFT 210,N/A,XFX,PCIe x16,1 x PCIe 8-pin,241,2,2,Radeon RX 6600,8,GDDR6,1626,2491,132,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/wdvdnQ/xfx-radeon-rx-6600-8-gb-speedster-swft-210-video-card-rx-66xl8lfdq
Asus TUF GAMING OC,N/A,Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,305,2,4,GeForce RTX 4070 Ti SUPER,16,GDDR6X,2340,2670,285,Black,3 Fans,2,3,Standard,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming
Gigabyte WINDFORCE OC,$449.99 ,Gigabyte,PCIe x8,1 x PCIe 8-pin,208,2,2,GeForce RTX 5060 Ti,16,GDDR7,2410,2587,180,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/ZjWmP6/gigabyte-windforce-oc-geforce-rtx-5060-ti-16-gb-pcie-x8-video-card-gv-n506twf2oc-16gd
Zotac SOLID SFF OC,$749.99 ,Zotac,PCIe x16,1 x PCIe 16-pin 12VHPWR,304,2,2,GeForce RTX 5070 Ti,16,GDDR7,2300,2482,300,Black / Gold,3 Fans,1,3,Standard,https://pcpartpicker.com/product/mTm2FT/zotac-solid-sff-oc-geforce-rtx-5070-ti-16-gb-video-card-zt-b50710j3-10p
PowerColor Red Devil OC,$649.00 ,PowerColor,PCIe x16,3 x PCIe 8-pin,340,2,4,Radeon RX 9070 XT,16,GDDR6,2460,3060,304,Black / Red,3 Fans,1,3,Standard,https://pcpartpicker.com/product/xfy8TW/powercolor-red-devil-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-eoc
NVIDIA Founders Edition,$979.95+,NVIDIA,PCIe x16,1 x PCIe 12-pin,285,2,2,GeForce RTX 3080 Ti,12,GDDR6X,1370,1670,350,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/c2kWGX/nvidia-geforce-rtx-3080-ti-12-gb-founders-edition-video-card-900-1g133-2518-000
Gigabyte AORUS MASTER ICE,"$1,399.99 ",Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,360,3,4,GeForce RTX 5080,16,GDDR7,2300,N/A,360,White / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/99JBD3/gigabyte-aorus-master-ice-geforce-rtx-5080-16-gb-video-card-gv-n5080aorusm-ice-16gd
MSI GeForce RTX 3060 Ti GAMING X,N/A,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,278,2,3,GeForce RTX 3060 Ti,8,GDDR6,1410,1770,220,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/FpD7YJ/msi-geforce-rtx-3060-ti-8-gb-gaming-x-video-card-rtx-3060-ti-gaming-x
Gigabyte WINDFORCE OC,$249.99 ,Gigabyte,PCIe x16,1 x PCIe 8-pin,199,2,2,GeForce RTX 5050,8,GDDR6,2317,2587,130,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/Ytkqqs/gigabyte-windforce-oc-geforce-rtx-5050-8-gb-video-card-gv-n5050wf2oc-8gd
Gigabyte OC Low Profile,$339.99 ,Gigabyte,PCIe x16,1 x PCIe 8-pin,182,2,2,GeForce RTX 5060,8,GDDR7,2280,N/A,145,Black,3 Fans,1,1,Low,https://pcpartpicker.com/product/3Brp99/gigabyte-oc-low-profile-geforce-rtx-5060-8-gb-video-card-gv-n5060oc-8gl
Asus DUAL,$287.99 ,Asus,PCIe x16,1 x PCIe 8-pin,202,2,3,Radeon RX 9060 XT,8,GDDR6,2220,3150,160,Black,2 Fans,1,2,Standard,https://pcpartpicker.com/product/J3gZxr/asus-dual-radeon-rx-9060-xt-8-gb-video-card-dual-rx9060xt-8g
ASRock Steel Legend OC,$259.99 ,ASRock,PCIe x16,2 x PCIe 8-pin,298,2,3,Arc B580,12,GDDR6,2670,2800,190,White / Gray,3 Fans,1,3,Standard,https://pcpartpicker.com/product/WscBD3/asrock-steel-legend-oc-arc-b580-12-gb-video-card-b580-sl-12go
Asus TUF GAMING OC,$297.06+,Asus,PCIe x16,1 x PCIe 8-pin,206,2,2,GeForce GTX 1660 SUPER,6,GDDR6,1530,1845,125,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/CH4BD3/asus-geforce-gtx-1660-super-6-gb-tuf-gaming-oc-video-card-tuf-gtx1660s-o6g-gaming
Asus DUAL OC V2,$339.99 ,Asus,PCIe x16,1 x PCIe 8-pin,202,2,2,GeForce RTX 4060,8,GDDR6,1830,2535,115,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/WZ3NnQ/asus-dual-oc-v2-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-v2
Gigabyte GAMING OC,N/A,Gigabyte,PCIe x16,2 x PCIe 8-pin,281,2,3,Radeon RX 7600 XT,16,GDDR6,1720,2810,190,Black / Gray,3 Fans,2,2,Standard,https://pcpartpicker.com/product/sqyH99/gigabyte-gaming-oc-radeon-rx-7600-xt-16-gb-video-card-gv-r76xtgaming-oc-16gd
Asus TUF GAMING OC,$799.99 ,Asus,PCIe x16,3 x PCIe 8-pin,330,2,4,Radeon RX 9070 XT,16,GDDR6,2520,3080,304,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/6QPv6h/asus-tuf-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-tuf-rx9070xt-o16g-gaming
XFX Speedster MERC 310,$589.99 ,XFX,PCIe x16,2 x PCIe 8-pin,344,2,3,Radeon RX 7900 XT,20,GDDR6,2000,2535,300,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/7dNxFT/xfx-speedster-merc-310-radeon-rx-7900-xt-20-gb-video-card-rx-79tmercu9
MSI VENTUS 2X,$299.99 ,MSI,PCIe x16,1 x PCIe 8-pin,197,2,2,GeForce RTX 5060,8,GDDR7,2280,2512,145,White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/HmFCmG/msi-ventus-2x-geforce-rtx-5060-8-gb-video-card-rtx-5060-8g-ventus-2x-white
MSI VENTUS 3X OC,"$2,499.99 ",MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,325,3,4,GeForce RTX 5090,32,GDDR7,2010,N/A,575,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/jcYfrH/msi-ventus-3x-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-ventus-3x-oc
MSI VENTUS 2X OC,N/A,MSI,PCIe x16,1 x PCIe 8-pin,242,2,2,GeForce RTX 4070,12,GDDR6X,1920,2520,200,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/NHzXsY/msi-ventus-2x-oc-geforce-rtx-4070-12-gb-video-card-rtx-4070-ventus-2x-12g-oc
NVIDIA Founders Edition,$1649.99+,NVIDIA,PCIe x16,1 x PCIe 16-pin 12VHPWR,304,3,3,GeForce RTX 4080,16,GDDR6X,2210,2510,320,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/6nWzK8/nvidia-founders-edition-geforce-rtx-4080-16-gb-video-card-900-1g136-2560-000
Palit GamingPro-S,"$1,094.05 ",Palit,PCIe x16,1 x PCIe 16-pin 12VHPWR,332,2,3,GeForce RTX 5070 Ti,16,GDDR7,2300,2452,300,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KzCCmG/palit-gamingpro-s-geforce-rtx-5070-ti-16-gb-video-card-ne7507t019t2-gb2031u
EVGA FTW3 ULTRA GAMING,$729.99+,EVGA,PCIe x16,3 x PCIe 8-pin,300,2,3,GeForce RTX 3080 10GB,10,GDDR6X,1440,1800,320,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/dKrYcf/evga-geforce-rtx-3080-10-gb-ftw3-ultra-gaming-video-card-10g-p5-3897-kr
Asus DUAL EVO OC,$274.99 ,Asus,PCIe x16,1 x PCIe 8-pin,229,2,3,Radeon RX 7600,8,GDDR6,1720,2715,165,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/yYpQzy/asus-dual-evo-oc-radeon-rx-7600-8-gb-video-card-dual-rx7600-o8g-evo
Sapphire PULSE,$309.99 ,Sapphire,PCIe x16,1 x PCIe 8-pin,240,2,3,Radeon RX 9060 XT,8,GDDR6,2220,3290,170,Black,2 Fans,2,1,Standard,https://pcpartpicker.com/product/DgFCmG/sapphire-pulse-radeon-rx-9060-xt-8-gb-video-card-11350-04-20g
NVIDIA Founders Edition,N/A,NVIDIA,PCIe x16,1 x PCIe 12-pin,242,2,2,GeForce RTX 3070,8,GDDR6,1500,1730,220,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/m8pmP6/nvidia-geforce-rtx-3070-8-gb-founders-edition-video-card-9001g1422510000
PowerColor RX7800XT 16G-P,$598.52 ,PowerColor,PCIe x16,2 x PCIe 8-pin,260,2,3,Radeon RX 7800 XT,16,GDDR6,1295,2430,263,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/KBqNnQ/powercolor-rx7800xt-16g-p-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-16g-p
Gigabyte AORUS STEALTH ICE,"$4,124.72 ",Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,360,3,4,GeForce RTX 5090,32,GDDR7,2010,2655,575,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/BdwD4D/gigabyte-aorus-stealth-ice-geforce-rtx-5090-32-gb-video-card-gv-n5090aorusst-ice-32gd
XFX Speedster SWFT 210 Core,$449.99+,XFX,PCIe x16,2 x PCIe 8-pin,280,2,3,Radeon RX 7700 XT,12,GDDR6,1425,2544,245,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/97kH99/xfx-speedster-swft-210-core-radeon-rx-7700-xt-12-gb-video-card-rx-77tswftfp
PowerColor Fighter OC,$140.00 ,PowerColor,PCIe x16,1 x PCIe 6-pin,191,2,2,Radeon RX 6500 XT,4,GDDR6,2310,N/A,107,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/p8vdnQ/powercolor-radeon-rx-6500-xt-4-gb-fighter-oc-video-card-axrx-6500xt-4gbd6-dhoc
NVIDIA Founders Edition,$399.00+,NVIDIA,PCIe x16,1 x PCIe 16-pin 12VHPWR,244,2,2,GeForce RTX 4060 Ti,8,GDDR6,2310,2540,165,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/63wmP6/nvidia-founders-edition-geforce-rtx-4060-ti-8-gb-video-card-900-1g141-2560-000
Sapphire NITRO+,$586.17 ,Sapphire,PCIe x16,1 x PCIe 8-pin,300,2,3,Radeon RX 9060 XT,16,GDDR6,2220,3320,182,Black,3 Fans,2,1,Standard,https://pcpartpicker.com/product/cny8TW/sapphire-nitro-radeon-rx-9060-xt-16-gb-video-card-11350-01-20g
XFX Speedster SWFT 210 Core,$299.99+,XFX,PCIe x16,1 x PCIe 8-pin,241,2,2,Radeon RX 6650 XT,8,GDDR6,2055,2635,180,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/NDvdnQ/xfx-radeon-rx-6650-xt-8-gb-speedster-swft-210-core-video-card-rx-665x8dfdy
