name,price,manufacturer,size,eps8PinCount,pcie6Plus2PinCount,pcie12PinCount,pcie16Pin12VHPWRCount,sataCount,lengthMm,atx4PinCount,pcie6PinCount,pcie8PinCount,ampMolex4PinCount,outputWattage,efficiencyRating,modularity,color,isFanless,URL
Thermaltake Litepower GEN2 230V,N/A,Thermaltake,ATX,1,2,0,0,4,140,0,0,0,4,450,N/A,No,Black,FALSE,https://pcpartpicker.com/product/PgvD4D/thermaltake-litepower-gen2-230v-450-w-atx-power-supply-ps-ltp-0450npcnau-2
Corsair RM850 (2019),N/A,Corsair,ATX,2,6,0,0,12,160,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/jtm323/corsair-rm850-2019-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020196-na
NZXT C850 (2022),N/A,NZXT,ATX,2,6,0,0,6,150,0,0,0,6,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/YYZ9TW/nzxt-c850-2022-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g1bb-us
be quiet! System Power 9,N/A,be quiet!,ATX,1,4,0,0,6,140,0,0,0,2,600,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/Wkprxr/be-quiet-system-power-9-600-w-80-bronze-certified-atx-power-supply-bn247
GameMax Rampage,N/A,GameMax,ATX,1,2,0,0,6,160,0,0,0,2,600,80+ Bronze,No,White,FALSE,https://pcpartpicker.com/product/hnCCmG/gamemax-rampage-600-w-80-bronze-certified-atx-power-supply-gmxrpg600wht
Corsair VS650 (2018),N/A,Corsair,ATX,1,2,0,0,6,125,0,0,0,4,650,80+,No,N/A,FALSE,https://pcpartpicker.com/product/2cMwrH/corsair-vs650-2018-650-w-80-certified-atx-power-supply-cp-9020172-na
Antec GSK ATX3.1,$263.00+,Antec,ATX,2,4,0,1,8,140,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/W2hv6h/antec-gsk-atx31-750-w-80-gold-certified-fully-modular-atx-power-supply-0-761345-20053-0
Rosewill CMG1200G5,$109.99 ,Rosewill,ATX,2,4,0,1,8,140,0,0,0,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/7BjRsY/rosewill-cmg1200g5-1200-w-80-gold-certified-fully-modular-atx-power-supply-cmg1200g5
Thermaltake Toughpower SFX,$164.99 ,Thermaltake,SFX,2,2,0,1,8,104,0,0,0,4,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/FqDQzy/thermaltake-toughpower-sfx-850-w-80-platinum-certified-fully-modular-sfx-power-supply-ps-stp-0850fnfapu-1
Cooler Master MWE Bronze V2,N/A,Cooler Master,ATX,2,4,0,0,8,140,0,0,0,4,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/qJpmP6/cooler-master-mwe-bronze-v2-650-w-80-bronze-certified-atx-power-supply-mpe-6501-acaab-us
PowerSpec PS 750BSM,N/A,PowerSpec,ATX,1,4,0,0,6,160,0,0,0,4,750,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/ZC4BD3/powerspec-750-w-80-bronze-certified-semi-modular-atx-power-supply-ps-750bsm
Asus ROG THOR 850P,N/A,Asus,ATX,2,4,0,0,12,160,0,0,0,5,850,80+ Platinum,Full,Black / Red,FALSE,https://pcpartpicker.com/product/6s448d/asus-rog-thor-850p-850-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-850p
Asus ROG THOR 1200P,N/A,Asus,ATX,2,8,0,0,12,190,0,0,0,5,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/DnBTwP/asus-rog-thor-1200p-1200-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-1200p
MSI MPG A650GF,N/A,MSI,ATX,2,6,0,0,8,160,0,0,0,5,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/bq6qqs/msi-mpg-a650gf-650-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a650gf
Corsair RM750x White (2018),N/A,Corsair,ATX,2,4,0,0,9,150,0,0,0,8,750,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/p9YLrH/corsair-rm750x-white-2018-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020187-na
MSI MAG A500DN,N/A,MSI,ATX,1,2,0,0,5,140,0,0,0,2,500,80+,No,Black,FALSE,https://pcpartpicker.com/product/6sRYcf/msi-mag-a500dn-500-w-80-certified-atx-power-supply-mag-a500dn
EVGA SuperNOVA 650 GT,$222.00 ,EVGA,ATX,1,3,0,0,6,150,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/49VG3C/evga-supernova-650-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0650-y1
Antec SF850X,$262.39+,Antec,SFX,2,4,0,1,6,100,0,0,0,2,850,80+ Gold,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/VrdG3C/antec-sf850x-850-w-80-gold-certified-fully-modular-sfx-power-supply-0-761345-20024-0
Asus ROG Thor P3 Gaming,$469.99 ,Asus,ATX,2,4,0,1,7,190,0,0,0,6,1000,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/bcy8TW/asus-rog-thor-p3-gaming-1000-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-1000p3-gaming
Corsair CX600M,N/A,Corsair,ATX,1,2,0,0,6,140,0,0,0,4,600,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/sCH323/corsair-cx600m-600-w-80-bronze-certified-semi-modular-atx-power-supply-cx600m
Super Flower Leadex III Gold,N/A,Super Flower,ATX,2,4,0,0,8,160,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/mQDkcf/super-flower-leadex-iii-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-sf-750f14hg
Apevia ATX-PR850W PCIE5.0,$74.98 ,Apevia,ATX,2,4,0,1,7,158,0,0,0,4,850,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/hZn9TW/apevia-atx-pr850w-pcie50-850-w-80-gold-certified-atx-power-supply-atx-pr850w-pcie50
Corsair RM850x White,N/A,Corsair,ATX,2,6,0,0,10,180,0,0,0,8,850,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/rZVBD3/corsair-rm850x-white-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020156-na
Enermax REVOLUTION III,$79.98+,Enermax,ATX,2,2,0,1,6,140,0,0,0,2,650,80+ Gold,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/b2YfrH/enermax-revolution-iii-650-w-80-gold-certified-fully-modular-atx-power-supply-erv650g-ahg-mac
Silverstone DA650 Gold,N/A,Silverstone,ATX,2,4,0,0,8,140,0,0,0,3,650,80+ Gold,Full,Black / White,FALSE,https://pcpartpicker.com/product/DyC48d/silverstone-da650-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-sst-da650-g
YEYIAN Raiden RGB,N/A,YEYIAN,ATX,1,2,0,0,6,160,0,0,0,5,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/zCWJ7P/yeyian-raiden-rgb-650-w-80-bronze-certified-atx-power-supply-yfr-46201
EVGA 750 BQ,$199.99+,EVGA,ATX,2,3,0,0,9,140,0,3,0,5,750,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/xLs8TW/evga-750-bq-750-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0750-v1
SHARKOON SilentStorm,$185.36+,SHARKOON,SFX,1,2,0,0,4,130,0,0,0,2,500,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/BpF48d/sharkoon-silentstorm-500w-80-gold-certified-fully-modular-sfx-power-supply-4044951016419
Lian Li SX1200P,N/A,Lian Li,ATX,2,5,0,1,8,140,0,0,0,4,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/7T9nTW/lian-li-sx1200p-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sx1200pb
SAMA P1000,$134.99 ,SAMA,ATX,2,3,0,1,8,150,0,0,0,4,1000,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/c3vscf/sama-p1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-p1000-whpff001-us
Cougar GEX,N/A,Cougar,ATX,2,4,0,0,8,160,0,0,0,6,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/3DLwrH/cougar-gex-750-w-80-gold-certified-fully-modular-atx-power-supply-gex750
Corsair CX650F,N/A,Corsair,ATX,2,4,0,0,7,140,0,0,0,4,650,80+ Bronze,Full,Black,FALSE,https://pcpartpicker.com/product/Rz2bt6/corsair-cx650f-650-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020217-na
Lian Li SP0850P,$164.99 ,Lian Li,SFX,2,3,0,1,5,100,0,0,0,2,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/k6FCmG/lian-li-sp0850p-850-w-80-platinum-certified-fully-modular-sfx-power-supply-sp0850pb
Enermax REVOLUTION III,$119.95 ,Enermax,ATX,3,3,0,1,9,140,0,0,0,3,1000,80+ Gold,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/jnCCmG/enermax-revolution-iii-1000-w-80-gold-certified-fully-modular-atx-power-supply-erv1000g-ahg-mac
Silverstone SX500-G,$140.04+,Silverstone,SFX,1,2,0,0,6,100,0,0,0,3,500,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/rBs8TW/silverstone-sx500-g-500-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx500-g
Corsair HX850 Platinum,N/A,Corsair,ATX,2,6,0,0,16,180,0,0,0,6,850,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/NGCrxr/corsair-hx850-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020138-na
Cooler Master MWE Gold 650,N/A,Cooler Master,ATX,1,4,0,0,8,160,0,0,0,6,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/J7F48d/cooler-master-mwe-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-mpy-6501-afaag-us
EVGA SuperNOVA 750 G5,N/A,EVGA,ATX,2,6,0,0,9,150,0,0,0,4,750,80+ Gold,Full,Black / Green,FALSE,https://pcpartpicker.com/product/RYH8TW/evga-supernova-750-g5-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0750-x1
EVGA 1000 GQ,$222.99 ,EVGA,ATX,2,10,0,0,12,180,0,0,0,3,1000,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/bcTrxr/evga-1000-gq-1000-w-80-gold-certified-semi-modular-atx-power-supply-210-gq-1000
EVGA SuperNOVA 650 GM,N/A,EVGA,SFX,1,4,0,0,6,100,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Fq8j4D/evga-supernova-650-gm-650-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0650-y1
Cooler Master Elite Gold,N/A,Cooler Master,ATX,2,6,0,1,9,140,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/vzsMnQ/cooler-master-elite-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-mpw-a001-afag-bau
Corsair CXM,$152.99 ,Corsair,ATX,1,4,0,0,8,160,0,0,0,6,750,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/CVkD4D/corsair-cxm-750-w-80-bronze-certified-semi-modular-atx-power-supply-cx750m
NZXT C650 (2022),N/A,NZXT,ATX,2,4,0,0,6,150,0,0,0,6,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/TxvdnQ/nzxt-c650-2022-650-w-80-gold-certified-fully-modular-atx-power-supply-pa-6g1bb-us
Cooler Master MWE Gold V2 ATX 3.1,N/A,Cooler Master,ATX,2,4,0,0,12,160,0,0,0,4,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/wNFCmG/cooler-master-mwe-gold-v2-atx-31-750-w-80-gold-certified-fully-modular-atx-power-supply-mpe-7501-afaag-3eguk
Vetroo CP-PSU-VT-850W-SFX (PK),$119.99 ,Vetroo,SFX,2,4,0,1,4,100,0,0,0,3,850,80+ Gold,Full,Pink,FALSE,https://pcpartpicker.com/product/wHbypg/vetroo-cp-psu-vt-850w-sfx-pk-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-pk
Fractal Design Ion Gold,N/A,Fractal Design,ATX,2,6,0,0,8,150,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/8ZJgXL/fractal-design-ion-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-fd-p-ia2g-850
Cooler Master MWE 500,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,3,500,80+,No,Black,FALSE,https://pcpartpicker.com/product/76KcCJ/cooler-master-mwe-500w-80-certified-atx-power-supply-mpw-5002-acabw-eu
be quiet! System Power 10,N/A,be quiet!,ATX,1,4,0,0,5,140,1,0,0,1,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/ZcWzK8/be-quiet-system-power-10-650-w-80-bronze-certified-atx-power-supply-bn328
Thermalright TG,N/A,Thermalright,ATX,1,4,0,0,8,140,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/9sMMnQ/thermalright-tg-650-w-80-gold-certified-fully-modular-atx-power-supply-tg-650
Cooler Master MWE Bronze 550 V3 230V,N/A,Cooler Master,ATX,2,2,0,0,6,140,0,0,0,3,550,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/GfXV3C/cooler-master-mwe-bronze-550-v3-230v-550-w-80-bronze-certified-atx-power-supply-mpe-5501-acabw-3buk
SeaSonic Prime Fanless PX-500,$242.85+,SeaSonic,ATX,2,2,0,0,8,140,0,0,0,5,500,80+ Platinum,Full,Black,TRUE,https://pcpartpicker.com/product/P6PgXL/seasonic-prime-fanless-px-500-500-w-80-platinum-certified-fully-modular-fanless-atx-power-supply-prime-fanless-px-500
EVGA 850 BQ,$219.49+,EVGA,ATX,2,3,0,0,10,140,0,3,0,5,850,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/kGL7YJ/evga-850-bq-850-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0850-v1
ASRock Phantom Gaming PG-850G,$119.99 ,ASRock,ATX,2,4,0,1,9,150,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/DKJp99/asrock-phantom-gaming-pg-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-pg-850g
Lian Li SP0850P,$149.99 ,Lian Li,SFX,2,3,0,1,5,100,0,0,0,2,850,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/rVTFf7/lian-li-sp0850p-850-w-80-platinum-certified-fully-modular-sfx-power-supply-sp0850pw
FSP Group FSP300-57FCB,$129.99 ,FSP Group,Flex ATX,1,0,0,0,5,150,0,0,0,1,300,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/fXTzK8/fsp-group-fsp300-57fcb-300-w-80-gold-certified-fully-modular-flex-atx-power-supply-fsp300-57fcb
Cooler Master V750 SFX GOLD,$140.99 ,Cooler Master,SFX,2,4,0,0,8,100,0,0,0,4,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/JrLFf7/cooler-master-v-sfx-gold-750-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-7501-sfhagv-wu
SAMA P1200,$144.99 ,SAMA,ATX,2,3,0,2,12,150,0,0,0,4,1200,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/qKdMnQ/sama-p1200-1200-w-80-platinum-certified-fully-modular-atx-power-supply-p1200-whpff001-us
Deepcool PN750M,N/A,Deepcool,ATX,2,3,0,1,8,140,0,0,0,2,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/PFkH99/deepcool-pn750m-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pn750m-fc0b-us
be quiet! System Power 9 500 CM,N/A,be quiet!,ATX,1,2,0,0,6,140,0,0,0,2,500,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/pyFKHx/be-quiet-system-power-9-cm-500-w-80-bronze-certified-semi-modular-atx-power-supply-bn301
SAMA P1200,$139.99 ,SAMA,ATX,2,3,0,2,12,150,0,0,0,4,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/gDTFf7/sama-p1200-1200-w-80-platinum-certified-fully-modular-atx-power-supply-p1200-bkpff001-us
Corsair HX1500i SHIFT,$449.99 ,Corsair,ATX,2,6,0,2,12,200,0,0,0,8,1500,N/A,Full / Side,Black,FALSE,https://pcpartpicker.com/product/hLKnTW/corsair-hx1500i-shift-1500-w-fully-modular-side-interface-atx-power-supply-cp-9020269-na
Silverstone SST-TX300,$83.99 ,Silverstone,TFX,1,0,0,0,4,175,0,1,0,2,300,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/msMwrH/silverstone-300-w-80-bronze-certified-tfx-power-supply-sst-tx300
Thermaltake Toughpower GF A3 ATX 3.0,N/A,Thermaltake,ATX,2,4,0,1,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Vsrqqs/thermaltake-toughpower-gf-a3-atx-30-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfaga-h
EVGA SuperNOVA 850 G5,N/A,EVGA,ATX,2,6,0,0,9,150,0,0,0,4,850,80+ Gold,Full,Black / Green,FALSE,https://pcpartpicker.com/product/927p99/evga-supernova-850-g5-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0850-x1
EVGA SuperNOVA 650 G5,N/A,EVGA,ATX,1,3,0,0,6,150,0,0,0,4,650,80+ Gold,Full,Black / Green,FALSE,https://pcpartpicker.com/product/3gJmP6/evga-supernova-650-g5-650-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0650-x1
PC Cooler KN850,N/A,PC Cooler,ATX,2,3,0,1,7,140,0,0,0,2,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/ygNscf/pc-cooler-kn850-850-w-80-gold-certified-fully-modular-atx-power-supply-p3-kn850-g1f
SeaSonic FOCUS GX-750 ATX 3.0,N/A,SeaSonic,ATX,2,2,0,1,10,140,0,0,0,3,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/2gCZxr/seasonic-focus-gx-750-atx-30-750-w-80-gold-certified-fully-modular-atx-power-supply-atx3-focus-gx-750
Super Flower Leadex III Gold UP,$99.99 ,Super Flower,ATX,2,2,0,1,6,150,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/3RjRsY/super-flower-leadex-iii-gold-up-750-w-80-gold-certified-fully-modular-atx-power-supply-sf-750f14ge
be quiet! Pure Power 11 FM 850,N/A,be quiet!,ATX,2,4,0,0,10,160,0,0,0,2,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/KLgFf7/be-quiet-pure-power-11-fm-850-w-80-gold-certified-fully-modular-atx-power-supply-bn675
EVGA SuperNOVA 1300 G+,$299.99+,EVGA,ATX,2,8,0,0,12,200,0,0,0,6,1300,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/z6GnTW/evga-supernova-1300-g-1300-w-80-gold-certified-fully-modular-atx-power-supply-220-gp-1300-x1
ENDORFY Vero L5,$115.60+,ENDORFY,ATX,2,2,0,0,5,140,0,0,0,1,600,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/PLn9TW/endorfy-vero-l5-600-w-80-bronze-certified-atx-power-supply-ey7a005
Montech TITAN PLA,$209.90 ,Montech,ATX,2,3,0,1,12,160,0,0,0,4,1200,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/sNLdnQ/montech-titan-pla-1200-w-80-platinum-certified-fully-modular-atx-power-supply-titan-pla-1200w
EVGA SuperNOVA 850 P2,$399.99+,EVGA,ATX,2,4,0,0,9,165,0,2,0,6,850,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/zhgPxr/evga-supernova-850-p2-850-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-0850-x1
SeaSonic SSP-300SFG,$97.99 ,SeaSonic,SFX,1,0,0,0,3,100,0,0,0,1,300,80+ Gold,No,Silver,FALSE,https://pcpartpicker.com/product/MJbkcf/seasonic-ssp-300sfg-300-w-80-gold-certified-sfx-power-supply-ssp-300sfg
MSI MAG A600DN,N/A,MSI,ATX,1,2,0,0,5,140,0,0,0,2,600,80+,No,Black,FALSE,https://pcpartpicker.com/product/jystt6/msi-mag-a600dn-600-w-80-certified-atx-power-supply-mag-a600dn
Aerocool LUX RGB 750M (230V EU),N/A,Aerocool,ATX,1,2,0,0,5,160,0,0,0,3,750,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/NKhmP6/aerocool-lux-rgb-m-750-w-80-bronze-certified-semi-modular-atx-power-supply-lux-rgb-750m
FSP Group HEXA 85+ PRO,N/A,FSP Group,ATX,1,2,0,0,5,140,0,0,0,2,450,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/HrsV3C/fsp-group-hexa-85-pro-450-w-80-bronze-certified-atx-power-supply-ha2-450
EVGA 500 BA,$149.99 ,EVGA,ATX,1,2,0,0,6,140,0,0,0,3,500,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/RzQfrH/evga-500-ba-500-w-80-bronze-certified-atx-power-supply-100-ba-0500-k1
MSI MPG A850GF,N/A,MSI,ATX,2,6,0,0,8,160,0,0,0,5,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/WxZzK8/msi-mpg-a850gf-850-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a850gf
Gigabyte UD850GM PG5 V2,$141.33 ,Gigabyte,ATX,2,4,0,1,8,140,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/NBdMnQ/gigabyte-ud850gm-pg5-v2-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud850gm-pg5-v2
ASRock Phantom Gaming PG-1300G,$169.99 ,ASRock,ATX,2,6,0,2,9,180,0,0,0,3,1300,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/wpjRsY/asrock-phantom-gaming-pg-1300g-1300-w-80-gold-certified-fully-modular-atx-power-supply-pg-1300g
Silverstone SFX,$169.99 ,Silverstone,SFX,1,4,0,0,9,130,0,0,0,3,700,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/kv38TW/silverstone-sfx-700-w-80-platinum-certified-fully-modular-sfx-power-supply-sx700-lpt
EVGA 500 BQ,N/A,EVGA,ATX,1,2,0,0,6,140,0,0,0,3,500,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/8P7CmG/evga-500-bq-500-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0500-k1
Corsair AX1000,N/A,Corsair,ATX,2,8,0,0,16,170,0,0,0,8,1000,80+ Titanium,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/nhHRsY/corsair-ax1000-1000-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020152-na
1STPLAYER NGDP,N/A,1STPLAYER,ATX,2,2,0,1,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/m2bypg/1stplayer-ngdp-850-w-80-gold-certified-fully-modular-atx-power-supply-ngdp-gld-850-bk-us
be quiet! Pure Power 11 600,N/A,be quiet!,ATX,1,4,0,0,6,150,0,0,0,3,600,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/F9ddnQ/be-quiet-pure-power-11-600-600-w-80-gold-certified-atx-power-supply-bn294
ADATA XPG CORE Reactor 850,N/A,ADATA,ATX,2,6,0,0,12,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CFbCmG/adata-xpg-core-reactor-850-850-w-80-gold-certified-fully-modular-atx-power-supply-corereactor850g-bkcus
EVGA SuperNOVA 1600 P+,$499.99+,EVGA,ATX,2,14,0,0,14,200,0,0,0,8,1600,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/zKTp99/evga-supernova-1600-p-1600-w-80-platinum-certified-fully-modular-atx-power-supply-220-pp-1600-x1
Enermax REVOLUTION III,$199.73+,Enermax,ATX,3,3,0,1,9,140,0,0,0,3,750,80+ Gold,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/WcFCmG/enermax-revolution-iii-750-w-80-gold-certified-fully-modular-atx-power-supply-erv750g-ahg-mac
SHARKOON Rebel P20 750,N/A,SHARKOON,ATX,2,4,0,1,11,140,0,0,0,1,750,N/A,Full,Black,FALSE,https://pcpartpicker.com/product/96Jp99/sharkoon-rebel-p20-750-750-w-fully-modular-atx-power-supply-rebel-p20-750
Lian Li RB,$59.99 ,Lian Li,ATX,2,2,0,1,5,150,0,0,0,2,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/WMKnTW/lian-li-rb-650-w-80-bronze-certified-atx-power-supply-rb0650b
ARESGAME AGT,N/A,ARESGAME,ATX,2,6,0,0,9,140,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Hn6p99/aresgame-agt-1000-w-80-gold-certified-fully-modular-atx-power-supply-tx1000
SeaSonic SSP-300SUG,$96.99 ,SeaSonic,Flex ATX,1,0,0,0,0,150,0,0,0,0,300,80+ Gold,No,Silver,FALSE,https://pcpartpicker.com/product/7qmxFT/seasonic-ssp-300sug-300-w-80-gold-certified-flex-atx-power-supply-ssp-300sug
Aerocool Integrator,N/A,Aerocool,ATX,1,2,0,0,5,140,0,0,0,3,700,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/8NKscf/aerocool-integrator-700-w-80-bronze-certified-atx-power-supply-acpb-it70akc13
NZXT C550,$89.98 ,NZXT,ATX,2,4,0,0,6,140,0,0,0,3,550,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/smWzK8/nzxt-c550-550-w-80-bronze-certified-semi-modular-atx-power-supply-pa-5b1bb-us
EVGA 850 B5,$183.51+,EVGA,ATX,2,6,0,0,9,150,0,0,0,3,850,80+ Bronze,Full,Black,FALSE,https://pcpartpicker.com/product/ZCgQzy/evga-850-b5-850-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0850-v1
ENDORFY Supremo FM6,$202.87+,ENDORFY,ATX,2,3,0,1,4,140,0,0,0,2,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/JpNscf/endorfy-supremo-fm6-850-w-80-gold-certified-fully-modular-atx-power-supply-ey7a012-u1
Silverstone Essential,$78.08 ,Silverstone,ATX,1,2,0,0,8,140,0,0,0,3,550,80+ Gold,No,Black / Yellow,FALSE,https://pcpartpicker.com/product/JHWfrH/silverstone-essential-550-w-80-gold-certified-atx-power-supply-sst-et550-g
Silverstone HELA 1200R,$318.99 ,Silverstone,ATX,2,6,0,1,12,150,0,0,0,3,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/qWWzK8/silverstone-hela-1200r-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sst-ha1200r-pm
Cooler Master MWE Gold V2 ATX3.0,N/A,Cooler Master,ATX,2,3,0,1,12,180,0,0,0,4,1050,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Nh26Mp/cooler-master-mwe-gold-v2-atx30-1050-w-80-gold-certified-fully-modular-atx-power-supply-mpe-a501-afcag-3
